Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
171,-10.804,171_prepared-1_out.pdbqt,2,,,
172,-8.741,172_prepared-3_out.pdbqt,3,,,
173,-10.350,173_prepared-2_out.pdbqt,4,,,
174,-9.885,174_prepared-3_out.pdbqt,3,,,
175,-10.320,175_prepared-1_out.pdbqt,1,,,
176,-8.869,176_prepared-1_out.pdbqt,1,,,
177,-9.263,177_prepared-3_out.pdbqt,3,,,
178,-11.654,178_prepared-2_out.pdbqt,2,,,
179,-11.873,179_prepared-1_out.pdbqt,2,,,
180,-10.672,180_prepared-1_out.pdbqt,1,,,
181,-10.610,181_prepared-1_out.pdbqt,5,,,
182,-9.777,182_prepared-1_out.pdbqt,1,,,
183,-8.519,183_prepared-1_out.pdbqt,1,,,
184,-9.696,184_prepared-1_out.pdbqt,1,,,
185,-10.292,185_prepared-5_out.pdbqt,7,,,
186,-10.619,186_prepared-1_out.pdbqt,3,,,
187,-10.949,187_prepared-1_out.pdbqt,2,,,
188,-9.360,188_prepared-1_out.pdbqt,1,,,
189,-9.220,189_prepared-1_out.pdbqt,1,,,
190,-11.469,190_prepared-1_out.pdbqt,3,,,
191,-10.177,191_prepared-1_out.pdbqt,3,,,
192,-11.210,192_prepared-1_out.pdbqt,3,,,
193,-9.256,193_prepared-1_out.pdbqt,1,,,
194,-11.120,194_prepared-1_out.pdbqt,2,,,
195,-9.110,195_prepared-1_out.pdbqt,1,,,
196,-11.688,196_prepared-1_out.pdbqt,2,,,
197,-10.328,197_prepared-1_out.pdbqt,1,,,
198,-10.895,198_prepared-5_out.pdbqt,5,,,
199,-8.428,199_prepared-1_out.pdbqt,1,,,
200,-10.583,200_prepared-1_out.pdbqt,2,,,
201,-9.250,201_prepared-1_out.pdbqt,1,,,
202,-10.368,202_prepared-1_out.pdbqt,1,,,
203,-8.850,203_prepared-1_out.pdbqt,1,,,
204,-7.702,204_prepared-1_out.pdbqt,1,,,
205,-8.751,205_prepared-1_out.pdbqt,1,,,
206,-9.477,206_prepared-1_out.pdbqt,2,,,
207,-10.460,207_prepared-2_out.pdbqt,3,,,
208,-11.728,208_prepared-1_out.pdbqt,2,,,
209,-11.010,209_prepared-3_out.pdbqt,5,,,
210,-11.827,210_prepared-1_out.pdbqt,2,,,
211,-8.801,211_prepared-1_out.pdbqt,1,,,
212,-9.440,212_prepared-1_out.pdbqt,1,,,
213,-9.396,213_prepared-1_out.pdbqt,1,,,
214,-8.881,214_prepared-1_out.pdbqt,1,,,
215,-9.807,215_prepared-1_out.pdbqt,2,,,
216,-10.524,216_prepared-1_out.pdbqt,1,,,
217,-11.123,217_prepared-3_out.pdbqt,6,,,
218,-9.371,218_prepared-2_out.pdbqt,4,,,
219,-8.527,219_prepared-1_out.pdbqt,1,,,
220,-12.311,220_prepared-3_out.pdbqt,3,,,
221,-11.644,221_prepared-1_out.pdbqt,1,,,
222,-8.973,222_prepared-1_out.pdbqt,1,,,
223,-10.695,223_prepared-2_out.pdbqt,4,,,
224,-10.602,224_prepared-2_out.pdbqt,2,,,
225,-11.283,225_prepared-2_out.pdbqt,5,,,
226,-10.213,226_prepared-1_out.pdbqt,3,,,
227,-6.781,227_prepared-1_out.pdbqt,1,,,
228,-9.439,228_prepared-2_out.pdbqt,2,,,
229,-8.617,229_prepared-1_out.pdbqt,1,,,
230,-8.871,230_prepared-1_out.pdbqt,1,,,
231,-10.637,231_prepared-1_out.pdbqt,1,,,
232,-10.973,232_prepared-1_out.pdbqt,1,,,
233,-9.352,233_prepared-1_out.pdbqt,1,,,
234,-8.618,234_prepared-1_out.pdbqt,2,,,
235,-8.802,235_prepared-3_out.pdbqt,5,,,
236,-8.431,236_prepared-1_out.pdbqt,1,,,
237,-8.372,237_prepared-1_out.pdbqt,1,,,
238,-9.169,238_prepared-1_out.pdbqt,1,,,
239,-8.127,239_prepared-1_out.pdbqt,1,,,
240,-9.105,240_prepared-1_out.pdbqt,1,,,
241,-8.582,241_prepared-2_out.pdbqt,3,,,
242,-10.876,242_prepared-1_out.pdbqt,1,,,
243,-8.478,243_prepared-1_out.pdbqt,1,,,
244,-8.425,244_prepared-1_out.pdbqt,1,,,
245,-11.353,245_prepared-1_out.pdbqt,1,,,
246,-11.383,246_prepared-1_out.pdbqt,1,,,
247,-11.495,247_prepared-1_out.pdbqt,1,,,
248,-10.881,248_prepared-1_out.pdbqt,1,,,
249,-9.126,249_prepared-1_out.pdbqt,1,,,
250,-8.556,250_prepared-1_out.pdbqt,1,,,
251,-10.318,251_prepared-2_out.pdbqt,5,,,
252,-9.710,252_prepared-1_out.pdbqt,1,,,
253,-7.719,253_prepared-1_out.pdbqt,1,,,
254,-11.737,254_prepared-1_out.pdbqt,1,,,
255,-8.780,255_prepared-1_out.pdbqt,1,,,
256,-10.581,256_prepared-1_out.pdbqt,1,,,
257,-9.601,257_prepared-1_out.pdbqt,2,,,
258,-11.437,258_prepared-5_out.pdbqt,7,,,
259,-12.190,259_prepared-1_out.pdbqt,1,,,
260,-11.797,260_prepared-1_out.pdbqt,1,,,
261,-8.843,261_prepared-1_out.pdbqt,1,,,
262,-10.082,262_prepared-1_out.pdbqt,1,,,
263,-10.759,263_prepared-1_out.pdbqt,1,,,
264,-9.447,264_prepared-1_out.pdbqt,1,,,
265,-12.497,265_prepared-1_out.pdbqt,1,,,
266,-11.747,266_prepared-1_out.pdbqt,1,,,
267,-9.709,267_prepared-1_out.pdbqt,1,,,
268,-10.056,268_prepared-3_out.pdbqt,3,,,
269,-9.361,269_prepared-1_out.pdbqt,1,,,
270,-12.207,270_prepared-1_out.pdbqt,1,,,
271,-9.329,271_prepared-2_out.pdbqt,3,,,
272,-9.708,272_prepared-3_out.pdbqt,3,,,
273,-10.167,273_prepared-1_out.pdbqt,1,,,
274,-12.102,274_prepared-7_out.pdbqt,15,,,
275,-12.846,275_prepared-2_out.pdbqt,4,,,
276,-8.121,276_prepared-1_out.pdbqt,1,,,
277,-11.783,277_prepared-1_out.pdbqt,1,,,
278,-10.871,278_prepared-2_out.pdbqt,6,,,
279,-9.099,279_prepared-1_out.pdbqt,1,,,
280,-10.039,280_prepared-2_out.pdbqt,3,,,
281,-9.405,281_prepared-2_out.pdbqt,3,,,
282,-6.591,282_prepared-1_out.pdbqt,1,,,
283,-11.565,283_prepared-1_out.pdbqt,1,,,
284,-11.222,284_prepared-1_out.pdbqt,1,,,
285,-11.118,285_prepared-1_out.pdbqt,1,,,
286,-11.028,286_prepared-1_out.pdbqt,1,,,
287,-9.715,287_prepared-1_out.pdbqt,3,,,
288,-10.827,288_prepared-1_out.pdbqt,1,,,
289,-9.411,289_prepared-1_out.pdbqt,2,,,
290,-11.042,290_prepared-1_out.pdbqt,3,,,
291,-11.041,291_prepared-2_out.pdbqt,3,,,
292,-9.579,292_prepared-1_out.pdbqt,3,,,
