Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
170,-11.894,170_prepared-1_out.pdbqt,1,,,
171,-8.953,171_prepared-1_out.pdbqt,1,,,
172,-11.627,172_prepared-1_out.pdbqt,1,,,
173,-8.577,173_prepared-1_out.pdbqt,1,,,
174,-7.137,174_prepared-1_out.pdbqt,1,,,
175,-11.756,175_prepared-1_out.pdbqt,1,,,
176,-10.153,176_prepared-1_out.pdbqt,1,,,
177,-10.119,177_prepared-1_out.pdbqt,1,,,
178,-8.704,178_prepared-1_out.pdbqt,1,,,
179,-9.466,179_prepared-1_out.pdbqt,1,,,
180,-11.677,180_prepared-1_out.pdbqt,1,,,
181,-5.840,181_prepared-1_out.pdbqt,1,,,
182,-10.039,182_prepared-1_out.pdbqt,1,,,
183,-10.013,183_prepared-1_out.pdbqt,1,,,
184,-6.984,184_prepared-1_out.pdbqt,1,,,
185,-10.645,185_prepared-1_out.pdbqt,1,,,
186,-8.052,186_prepared-1_out.pdbqt,1,,,
187,-11.166,187_prepared-1_out.pdbqt,1,,,
188,-8.529,188_prepared-1_out.pdbqt,1,,,
189,-10.512,189_prepared-1_out.pdbqt,1,,,
190,-11.307,190_prepared-1_out.pdbqt,1,,,
191,-9.309,191_prepared-1_out.pdbqt,1,,,
192,-9.423,192_prepared-1_out.pdbqt,1,,,
193,-6.567,193_prepared-1_out.pdbqt,1,,,
194,-9.261,194_prepared-1_out.pdbqt,1,,,
195,-10.747,195_prepared-1_out.pdbqt,1,,,
196,-8.714,196_prepared-1_out.pdbqt,1,,,
197,-9.456,197_prepared-1_out.pdbqt,1,,,
198,-10.981,198_prepared-1_out.pdbqt,1,,,
199,-8.892,199_prepared-1_out.pdbqt,1,,,
200,-5.657,200_prepared-1_out.pdbqt,1,,,
201,-11.235,201_prepared-1_out.pdbqt,1,,,
202,-11.582,202_prepared-1_out.pdbqt,1,,,
203,-11.130,203_prepared-1_out.pdbqt,1,,,
204,-10.140,204_prepared-1_out.pdbqt,2,,,
205,-10.081,205_prepared-1_out.pdbqt,1,,,
206,-9.467,206_prepared-1_out.pdbqt,1,,,
207,-10.901,207_prepared-1_out.pdbqt,1,,,
208,-8.925,208_prepared-1_out.pdbqt,1,,,
209,-8.034,209_prepared-1_out.pdbqt,1,,,
210,-9.324,210_prepared-1_out.pdbqt,1,,,
211,-8.811,211_prepared-1_out.pdbqt,1,,,
212,-10.629,212_prepared-1_out.pdbqt,1,,,
213,-11.448,213_prepared-3_out.pdbqt,4,,,
214,-11.385,214_prepared-1_out.pdbqt,1,,,
215,-10.311,215_prepared-1_out.pdbqt,1,,,
216,-11.293,216_prepared-1_out.pdbqt,1,,,
217,-5.981,217_prepared-1_out.pdbqt,1,,,
218,-7.760,218_prepared-1_out.pdbqt,1,,,
219,-9.172,219_prepared-1_out.pdbqt,1,,,
220,-11.523,220_prepared-1_out.pdbqt,1,,,
221,-10.537,221_prepared-1_out.pdbqt,1,,,
222,-9.021,222_prepared-1_out.pdbqt,1,,,
223,-11.559,223_prepared-1_out.pdbqt,1,,,
224,-8.704,224_prepared-1_out.pdbqt,1,,,
225,-6.713,225_prepared-1_out.pdbqt,1,,,
226,-11.712,226_prepared-2_out.pdbqt,3,,,
227,-9.008,227_prepared-1_out.pdbqt,1,,,
228,-11.542,228_prepared-1_out.pdbqt,1,,,
229,-7.570,229_prepared-1_out.pdbqt,1,,,
230,-10.039,230_prepared-1_out.pdbqt,1,,,
232,-8.596,232_prepared-1_out.pdbqt,1,,,
233,-10.509,233_prepared-1_out.pdbqt,1,,,
234,-8.978,234_prepared-1_out.pdbqt,1,,,
235,-9.151,235_prepared-1_out.pdbqt,1,,,
236,-8.269,236_prepared-1_out.pdbqt,1,,,
237,-9.717,237_prepared-1_out.pdbqt,1,,,
238,-9.710,238_prepared-1_out.pdbqt,3,,,
239,-9.398,239_prepared-1_out.pdbqt,1,,,
240,-9.555,240_prepared-2_out.pdbqt,2,,,
241,-9.471,241_prepared-1_out.pdbqt,1,,,
242,-9.188,242_prepared-1_out.pdbqt,1,,,
243,-9.670,243_prepared-1_out.pdbqt,1,,,
244,-7.830,244_prepared-1_out.pdbqt,1,,,
245,-8.916,245_prepared-1_out.pdbqt,1,,,
246,-10.106,246_prepared-1_out.pdbqt,1,,,
247,-9.561,247_prepared-1_out.pdbqt,1,,,
248,-8.485,248_prepared-1_out.pdbqt,1,,,
249,-7.103,249_prepared-1_out.pdbqt,1,,,
250,-9.650,250_prepared-2_out.pdbqt,3,,,
251,-10.824,251_prepared-1_out.pdbqt,1,,,
252,-8.957,252_prepared-1_out.pdbqt,3,,,
253,-11.174,253_prepared-1_out.pdbqt,1,,,
254,-10.092,254_prepared-1_out.pdbqt,1,,,
256,-8.026,256_prepared-1_out.pdbqt,1,,,
257,-8.864,257_prepared-1_out.pdbqt,1,,,
258,-9.397,258_prepared-1_out.pdbqt,1,,,
259,-9.930,259_prepared-1_out.pdbqt,1,,,
260,-8.651,260_prepared-1_out.pdbqt,1,,,
261,-8.099,261_prepared-1_out.pdbqt,1,,,
262,-8.511,262_prepared-1_out.pdbqt,1,,,
263,-10.300,263_prepared-1_out.pdbqt,1,,,
264,-9.858,264_prepared-1_out.pdbqt,1,,,
268,-8.986,268_prepared-1_out.pdbqt,1,,,
269,-9.402,269_prepared-1_out.pdbqt,1,,,
271,-7.095,271_prepared-1_out.pdbqt,1,,,
272,-8.142,272_prepared-1_out.pdbqt,1,,,
273,-8.158,273_prepared-1_out.pdbqt,1,,,
274,-8.496,274_prepared-1_out.pdbqt,1,,,
275,-10.188,275_prepared-1_out.pdbqt,1,,,
276,-8.509,276_prepared-1_out.pdbqt,1,,,
277,-6.637,277_prepared-1_out.pdbqt,1,,,
278,-9.960,278_prepared-3_out.pdbqt,3,,,
279,-10.617,279_prepared-1_out.pdbqt,1,,,
280,-8.599,280_prepared-1_out.pdbqt,1,,,
281,-7.641,281_prepared-1_out.pdbqt,1,,,
282,-8.617,282_prepared-1_out.pdbqt,1,,,
283,-6.653,283_prepared-3_out.pdbqt,3,,,
284,-8.815,284_prepared-1_out.pdbqt,1,,,
285,-9.358,285_prepared-1_out.pdbqt,1,,,
286,-9.189,286_prepared-1_out.pdbqt,1,,,
287,-7.163,287_prepared-1_out.pdbqt,1,,,
288,-6.149,288_prepared-1_out.pdbqt,1,,,
290,-7.784,290_prepared-1_out.pdbqt,1,,,
291,-7.795,291_prepared-1_out.pdbqt,2,,,
292,-9.227,292_prepared-1_out.pdbqt,1,,,
