InChI,SMILES,Count
OVJFCEHRXMYUIK-YQYWCBKUSA-N,O=C1N[C@]2(Nc3c1sc1ncccc31)[C@H]1CCC[C@@H]2CCC1,4
OVJIOJPHJYSSSX-UHFFFAOYSA-N,O=c1ccoc2ccsc12,6
OVJZFPAXXCRCJB-UHFFFAOYSA-N,C1=CCc2ccccc2C=CC1,2
OVKFDPKBAMRPDZ-BHXYIJGRSA-N,O=C1C(=O)[C@]23O[C@H]2CCC[C@@H]3[C@@H]2C[C@H]12,2
OVLCYOKTDBEOLS-UHFFFAOYSA-N,c1cc2cc3c(nc2cn1)CCCOC3,4
OVLXOTUWFLHWQT-UHFFFAOYSA-N,O=c1[nH]c2ncccc2o1,163274
OVMHSBFJBJDZAS-OAHLLOKOSA-N,O=C1N[C@H]2COCCN(C2)C(=O)C2(CC=CCOc3ccccc31)CNC2,2
OVNFHQRSVONTIJ-UHFFFAOYSA-N,c1c2c(nc3sc4c(c13)CCOC4)CCC1(CC1)C2,10
OVNVPXAYGRNYAR-CCEZHUSRSA-N,O=C1/C(=C2\COc3ccccc32)Cc2ccccc21,42
OVNVPXAYGRNYAR-UHFFFAOYSA-N,O=C1C(=C2COc3ccccc32)Cc2ccccc21,116
OVNVUPPLRLREBY-UHFFFAOYSA-N,N=c1cc2[nH]c3ccccc3c2c[nH]1,2
OVOHTXQYQLNXEQ-UHFFFAOYSA-N,C1=Cc2cn[nH]c2NC1,4
OVONGAKKFXIKKG-UHFFFAOYSA-N,c1cnc2c(c1)NCC21CCNCC1,4
OVPRRLFLJQOOET-RTBKNWGFSA-N,O=C1NC2(CCCCC2)C(=O)N2C3CC(C3)[C@@H]12,4
OVPRRLFLJQOOET-UDNWOFFPSA-N,O=C1NC2(CCCCC2)C(=O)N2C3CC(C3)[C@H]12,4
OVRFUGPMYSLGCN-UHFFFAOYSA-N,O=C1CCCC=CCCCCC(=O)NC2(CCCC2)CN1,20
OVRJVKCZJCNSOW-UHFFFAOYSA-N,O=C1CCSCC1,174284
OVRLJFYGFNVCHQ-UHFFFAOYSA-N,C1=Nc2[nH]nnc2C2=NCCN12,4
OVSTVSKFICSFQK-UHFFFAOYSA-N,C1=NNc2ccc3c4c(ccc1c24)CC3,10
OVSTVSKFICSFQK-UHFFFAOYSA-O,C1=[NH+]Nc2ccc3c4c(ccc1c24)CC3,2
OVTFCSHLAVFGJQ-VHSXEESVSA-N,O=C1C=C2C[C@H]3CCC=C3C(=O)C[C@@H]2CC1,2
OVUBGQRWOJRQBO-LLVKDONJSA-N,C1=C[C@H]2CCCN2c2ccccc21,16
OVUBGQRWOJRQBO-NSHDSACASA-N,C1=C[C@@H]2CCCN2c2ccccc21,26
OVUMPCNSMLXRSU-UHFFFAOYSA-N,c1cc2c(o1)CCCC21SCCS1,14
OVUOQDVBWMORPC-INIZCTEOSA-N,O=C1CCC=CCCOCC(=O)N2Cc3ccccc3[C@H](C2)N1,8
OVUVMJDLJXRANB-JTQLQIEISA-N,O=C1C[C@@H]2CCCCN2C(=O)C2(CC[SiH2]CC2)N1,4
OVUVMJDLJXRANB-SNVBAGLBSA-N,O=C1C[C@H]2CCCCN2C(=O)C2(CC[SiH2]CC2)N1,4
OVUYEFLHMIBQIP-UHFFFAOYSA-N,c1ccc2c(c1)ccc1nsnc12,4
OVVBQQJJVXSJKY-DTORHVGOSA-N,C1C[C@@H]2CC[C@H](C1)C21CC1,8
OVVBQQJJVXSJKY-IUCAKERBSA-N,C1C[C@H]2CC[C@H](C1)C21CC1,4
OVWJOYQCILIBSN-UHFFFAOYSA-N,O=c1ccc2c[nH]c3c(ccc4ccccc43)c-2c1,2
OVWPNJIPAIDKMZ-BCYDONGASA-N,N=C1[C@@H]2[C@H]3C[C@H]4[C@@H]5C[C@H]([C@H]1[C@H]35)[C@H]42,8
OVWPNJIPAIDKMZ-CMVIEHCXSA-N,N=C1[C@@H]2[C@@H]3C[C@@H]4[C@H]5C[C@H]([C@H]1[C@H]53)[C@@H]42,2
OVWPNJIPAIDKMZ-FTZSEFCNSA-N,N=C1[C@@H]2[C@H]3C[C@H]4[C@@H]5C[C@H]([C@H]1[C@@H]35)[C@H]42,8
OVWPNJIPAIDKMZ-GEBRJNTDSA-N,N=C1[C@@H]2[C@@H]3C[C@H]4[C@@H]5C[C@H]([C@H]1[C@H]53)[C@@H]42,2
OVWPNJIPAIDKMZ-GMQFJFNVSA-N,N=C1[C@H]2[C@@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@H]53)[C@@H]42,24
OVWPNJIPAIDKMZ-KTAYFMQGSA-N,N=C1[C@H]2[C@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@@H]35)[C@H]42,2
OVWPNJIPAIDKMZ-MSZVMKHESA-N,N=C1[C@H]2[C@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@@H]35)[C@@H]42,2
OVWPNJIPAIDKMZ-NCDAOVPMSA-N,N=C1[C@@H]2[C@@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@H]53)[C@@H]42,2
OVWPNJIPAIDKMZ-QOKORHTASA-N,N=C1[C@H]2[C@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@H]35)[C@@H]42,2
OVWPNJIPAIDKMZ-SMQKIEMPSA-N,N=C1[C@H]2[C@@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@@H]53)[C@H]42,24
OVWPNJIPAIDKMZ-UMIGKZIWSA-N,N=C1[C@H]2[C@@H]3C[C@@H]4[C@@H]5C[C@H]([C@H]1[C@@H]53)[C@@H]42,24
OVWPNJIPAIDKMZ-XIBXTGCQSA-N,N=C1[C@H]2[C@H]3C[C@H]4[C@H]5C[C@H]([C@H]1[C@@H]53)[C@H]42,2
OVWPNJIPAIDKMZ-XQYBRHQGSA-N,N=C1[C@H]2[C@H]3C[C@H]4[C@H]5C[C@@H]([C@H]1[C@@H]53)[C@@H]42,24
OVWPNJIPAIDKMZ-XZXATPOWSA-N,N=C1[C@@H]2[C@@H]3C[C@H]4[C@H]5C[C@H]([C@H]1[C@H]53)[C@@H]42,2
OVXIAYDMFXSCRX-UHFFFAOYSA-N,c1cnc2cc3c(nc2c1)CCNC31CC1,4
OVXOZTUPAJCDRJ-LLVKDONJSA-N,O=C1NC2(CCCCC2)C(=O)N2CC3(CCC3)OC[C@H]12,4
OVXOZTUPAJCDRJ-NSHDSACASA-N,O=C1NC2(CCCCC2)C(=O)N2CC3(CCC3)OC[C@@H]12,4
OVYAOMYNXUMICM-GFCCVEGCSA-N,C=C1C(=O)C=C2Oc3ccccc3[C@H]2C1=O,8
OVYAOMYNXUMICM-LBPRGKRZSA-N,C=C1C(=O)C=C2Oc3ccccc3[C@@H]2C1=O,4
OVYJKVXLNDSBGE-NXEZZACHSA-N,C=C1C[C@H]2CCC[C@@H]2C=CC1=O,4
OVYJKVXLNDSBGE-UWVGGRQHSA-N,C=C1C[C@@H]2CCC[C@H]2C=CC1=O,6
OVYJKVXLNDSBGE-VHSXEESVSA-N,C=C1C[C@H]2CCC[C@H]2C=CC1=O,4
OVYJKVXLNDSBGE-ZJUUUORDSA-N,C=C1C[C@@H]2CCC[C@@H]2C=CC1=O,4
OVYKPZIJUNZION-AOOOYVTPSA-N,C1CC[C@]23CC[C@@]2(C1)CSC3,4
OVYKPZIJUNZION-NXEZZACHSA-N,C1CC[C@]23CC[C@]2(C1)CSC3,4
OVYPHXUKYIKCIA-IUYQGCFVSA-N,N=C1N[C@@H]2OCC[C@@H]2O1,2
OVYZOMNGUHFTCV-UHFFFAOYSA-N,C1COC2(CCC3(CC2)OCCO3)CN1,133072
OVZHELCFKSFINS-UHFFFAOYSA-N,O=c1[nH]ncs1,282076
OVZVXDPTHHIKNE-HTQZYQBOSA-N,O=S1(=O)[C@@H]2C=CC=C[C@@H]1C=C2,8
OVZVXDPTHHIKNE-OCAPTIKFSA-N,O=S1(=O)[C@@H]2C=CC=C[C@H]1C=C2,10
OVZVXDPTHHIKNE-YUMQZZPRSA-N,O=S1(=O)[C@H]2C=CC=C[C@H]1C=C2,8
OWAMIQNDDPJIMY-UHFFFAOYSA-N,C=c1sc2nccc(=O)n2c1=O,26
OWAYVVLCHUWASK-UHFFFAOYSA-N,N=c1[nH]ncc(=O)[nH]1,68082
OWBDZEBNCMFNEM-BYPYZUCNSA-O,[NH2+]=C1SC2=CS(=O)(=O)C[C@@H]2S1,4
OWBDZEBNCMFNEM-SCSAIBSYSA-O,[NH2+]=C1SC2=CS(=O)(=O)C[C@H]2S1,4
OWBHVXTWEMBPPR-NEPJUHHUSA-N,O=C1N[C@]2(CCSC2)C(=O)NC[C@@]12CCCOC2,2
OWBHVXTWEMBPPR-NWDGAFQWSA-N,O=C1N[C@@]2(CCSC2)C(=O)NC[C@]12CCCOC2,2
OWBHVXTWEMBPPR-RYUDHWBXSA-N,O=C1N[C@]2(CCSC2)C(=O)NC[C@]12CCCOC2,2
OWBHVXTWEMBPPR-VXGBXAGGSA-N,O=C1N[C@@]2(CCSC2)C(=O)NC[C@@]12CCCOC2,2
OWBPKUZFLHCXCR-SSDOTTSWSA-N,O=C1C=C2CCC[C@@H]2C1,12
OWBPKUZFLHCXCR-ZETCQYMHSA-N,O=C1C=C2CCC[C@H]2C1,18
OWCAMBJMYHYNSA-NTSWFWBYSA-N,C1C[C@H]2NC[C@H]2CO1,155030
OWCAMBJMYHYNSA-RITPCOANSA-N,C1C[C@@H]2NC[C@@H]2CO1,51508
OWCGHLQPOVVWHX-UHFFFAOYSA-N,O=C1COCc2nc3ncccc3cc21,8
OWCPITRMTJOTBW-FPLPWBNLSA-N,O=C1NC(=S)S/C1=C1\C(=S)Nc2ccccc21,2
OWCSEBFLNYOJCV-INEUFUBQSA-N,O=C1C[C@H]2CCO[C@H]2N1,2
OWCSEBFLNYOJCV-NJGYIYPDSA-N,O=C1C[C@@H]2CCO[C@@H]2N1,2
OWCSEBFLNYOJCV-UJURSFKZSA-N,O=C1C[C@@H]2CCO[C@H]2N1,2
OWCSEBFLNYOJCV-XINAWCOVSA-N,O=C1C[C@H]2CCO[C@@H]2N1,2
OWDNTOITFVQMKA-UHFFFAOYSA-N,c1ccc2c(c1)ncc1cc3c(nc12)-c1cc[nH]c1CC3,4
OWDXVKSJDZVIRF-SSDOTTSWSA-N,O=C1NC[C@]2(CCCNC2)N1,16
OWDXVKSJDZVIRF-ZETCQYMHSA-N,O=C1NC[C@@]2(CCCNC2)N1,2
OWEXERZYDPOYLL-UHFFFAOYSA-N,O=c1oc2c3c(cc4c(=O)oc5cccc1c5c24)OCO3,2
OWFACBGLIDYEOM-CMLZIERQSA-N,O=C1[C@@H]2[C@@H]3C[C@H]1[C@H]1CC[C@H]3[C@@H]12,2
OWFACBGLIDYEOM-HZSQWRGQSA-N,O=C1[C@H]2[C@@H]3C[C@H]1[C@H]1CC[C@@H]3[C@H]12,2
OWFACBGLIDYEOM-IWMMPAJRSA-N,O=C1[C@H]2[C@@H]3C[C@H]1[C@@H]1CC[C@@H]3[C@H]12,2
OWFACBGLIDYEOM-PQYJCFRRSA-N,O=C1[C@H]2[C@@H]3C[C@H]1[C@H]1CC[C@@H]3[C@@H]12,2
OWFACBGLIDYEOM-QGMREWSDSA-N,O=C1[C@@H]2[C@@H]3C[C@@H]1[C@H]1CC[C@H]3[C@@H]12,2
OWFACBGLIDYEOM-QSNOTKFUSA-N,O=C1[C@H]2[C@@H]3C[C@H]1[C@@H]1CC[C@@H]3[C@@H]12,2
OWFACBGLIDYEOM-UAYVRNJPSA-N,O=C1[C@@H]2[C@@H]3C[C@H]1[C@@H]1CC[C@H]3[C@@H]12,2
OWFACBGLIDYEOM-ZYWBIDCJSA-N,O=C1[C@@H]2[C@@H]3C[C@@H]1[C@@H]1CC[C@H]3[C@@H]12,2
OWFUHFRCLVJSPE-UHFFFAOYSA-N,O=C1N2CCC3CC2(C3)C(=O)NC12CC2,26
OWFWVNVQWVOWKZ-UHFFFAOYSA-N,O=C1CCc2cnsc2N1,4206
OWHCQNLWRMISBK-INIZCTEOSA-N,O=C1N[C@]2(CC(=O)c3ccccc32)Nc2ccccc21,4
OWHCQNLWRMISBK-MRXNPFEDSA-N,O=C1N[C@@]2(CC(=O)c3ccccc32)Nc2ccccc21,4
OWHMGQJEHHCWCJ-UHFFFAOYSA-N,c1ccc2c(c1)ncc1ncsc12,4
OWHUHHRBWRYJHU-UHFFFAOYSA-N,C=c1cc2c(cn1)=NN=C2,106
OWHYNYWCZJGRSQ-OUKQBFOZSA-N,O=C1/C(=C2\C=CCS2)CCc2ccccc21,2
OWJCRPBAKRTKPY-UHFFFAOYSA-N,O=C1NCCN2C(=O)NCC=C12,28
OWJZOOZNBBBKJA-UHFFFAOYSA-N,O=C1NC2(CCCCCC2)C(=O)NCC12CCOCC2,2
OWKFBNPRYWQTEW-AATLWQCWSA-N,C1=C[C@H]2O[C@H]3CC[C@H](C1)[C@@H]2C3,8
OWKFBNPRYWQTEW-UTINFBMNSA-N,C1=C[C@H]2O[C@H]3CC[C@@H](C1)[C@H]2C3,8
OWLDMHHCDIHFHZ-UHFFFAOYSA-N,O=C1Nc2[nH]ncc2C2=NCCN12,44
OWLLNKBZYVJPBJ-UHFFFAOYSA-N,N=c1[nH]n2ccnc2c2ccccc12,57498
OWLMNFKXRFIJMO-UHFFFAOYSA-N,c1cc2c3c(c4oc5ccccc5c4nc3c1)CC2,44
OWLQAEXXZUGVOC-UHFFFAOYSA-N,C1N=C2CCNCC2=N1,8
OWLWFTYJHYHQPT-UHFFFAOYSA-N,C1=CC(=C2C=CNC=C2)N2NC=NC2=N1,2
OWMJTTPGXIGVLB-UHFFFAOYSA-N,C1CSC2(N1)C1CC3CC2CC(C1)C31NCCS1,2
OWNGSVVFNBFQIH-UHFFFAOYSA-N,C1=Cc2cccc3ncn(c23)C1,2
OWNQGORIOYLYRQ-UHFFFAOYSA-N,O=C1NCCCc2nc3c(cnc4ccccc43)cc21,10
OWNYIMDCRUXWKU-UHFFFAOYSA-N,O=c1c2ccc3ccccc3c2oc2ncn3c4ccccc4nc3c12,2
OWOHLURDBZHNGG-RXMQYKEDSA-N,O=C1NCC(=O)N2CCC[C@H]12,27698
OWOHLURDBZHNGG-UHFFFAOYSA-N,O=C1NCC(=O)N2CCCC12,20
OWOHLURDBZHNGG-YFKPBYRVSA-N,O=C1NCC(=O)N2CCC[C@@H]12,187382
OWQIPHGERLOGNQ-AWEZNQCLSA-N,O=C1CCCC=CCNCCC(=O)N2CC3(CC3)C[C@H]2CN1,4
OWQIPHGERLOGNQ-CQSZACIVSA-N,O=C1CCCC=CCNCCC(=O)N2CC3(CC3)C[C@@H]2CN1,4
OWQPOVKKUWUEKE-UHFFFAOYSA-N,c1ccc2nnncc2c1,8516
OWRQRCNVZWAHAJ-UHFFFAOYSA-N,O=C1C=Cc2occc2C1=O,8
OWRSHCNHXBXECY-UHFFFAOYSA-N,C1COC2(CNC2)N1,46158
OWTYKPVEMNTKGY-UHFFFAOYSA-N,c1ccc2c(c1)CC1(C2)Cc2ccccc2C1,8
OWUAAJPDYLEQLJ-SSDOTTSWSA-N,O=C1NC[C@@]12CCCOC2,12218
OWUAAJPDYLEQLJ-ZETCQYMHSA-N,O=C1NC[C@]12CCCOC2,12382
OWUFOKFWFKGWSU-RXMQYKEDSA-N,O=C1NN=C2CCSCC[C@@H]12,1762
OWUFOKFWFKGWSU-YFKPBYRVSA-N,O=C1NN=C2CCSCC[C@H]12,1762
OWUKCNLPZKSUSF-RFZPGFLSSA-N,O=C1NC[C@H]2CCN[C@@H]12,2
OWUKCNLPZKSUSF-WHFBIAKZSA-N,O=C1NC[C@@H]2CCN[C@H]12,2
OWUVDWLTQIPNLN-COQLQQCUSA-N,C1=CCC[C@H]2O[C@@H]2CC/C=C\CC1,2
OWUVDWLTQIPNLN-FJLUDILZSA-N,C1=C\CC[C@H]2O[C@H]2CC/C=C/CC/1,2
OWUVDWLTQIPNLN-GJKCHQPJSA-N,C1=C\CC[C@H]2O[C@@H]2CC/C=C\CC/1,2
OWUVDWLTQIPNLN-HPWUHRQSSA-N,C1=C/CC[C@H]2O[C@@H]2CC/C=C/CC/1,2
OWUVDWLTQIPNLN-ILVBYKNQSA-N,C1=CCC[C@@H]2O[C@H]2CC/C=C\CC1,2
OWUVDWLTQIPNLN-KXNKHNQQSA-N,C1=C\CC[C@@H]2O[C@H]2CC/C=C\CC/1,2
OWUVDWLTQIPNLN-NGSWUUQJSA-N,C1=C\CC[C@@H]2O[C@@H]2CC/C=C/CC/1,2
OWUVDWLTQIPNLN-PRUKFHJKSA-N,C1=C\CC[C@@H]2O[C@@H]2CC/C=C\CC/1,2
OWUVDWLTQIPNLN-RYUDHWBXSA-N,C1=CCC[C@@H]2O[C@H]2CCC=CCC1,2
OWUVDWLTQIPNLN-SGGUXRSASA-N,C1=C/CC[C@@H]2O[C@@H]2CC/C=C/CC/1,2
OWUVDWLTQIPNLN-TXEJJXNPSA-N,C1=CCC[C@@H]2O[C@@H]2CCC=CCC1,2
OWUVDWLTQIPNLN-VXGBXAGGSA-N,C1=CCC[C@H]2O[C@@H]2CCC=CCC1,2
OWUVDWLTQIPNLN-XRKLMQRDSA-N,C1=CCC[C@H]2O[C@H]2CC/C=C\CC1,2
OWVHEJHKAOLGFS-RYUDHWBXSA-N,C1C[C@H]2[C@H](CCCC23OCCO3)C2(C1)OCCO2,2
OWVHEJHKAOLGFS-TXEJJXNPSA-N,C1C[C@H]2[C@@H](CCCC23OCCO3)C2(C1)OCCO2,2
OWVHEJHKAOLGFS-VXGBXAGGSA-N,C1C[C@@H]2[C@@H](CCCC23OCCO3)C2(C1)OCCO2,2
OWWQGTRAKKFTAM-UHFFFAOYSA-N,O=C1CCCCCCCCCCC1=O,2
OWWRSNMAYWBCSB-UHFFFAOYSA-N,O=C1NCC2(CCNCC2)c2ccccc21,6
OWXGCRGZFPLHJN-UHFFFAOYSA-N,c1ncc2c[nH]cc2n1,10
OWYFWGHHULBLHO-UHFFFAOYSA-N,c1cc[n+]2nc3ncccn3c2c1,2
OWYNLMLCCTXJMS-RQBRCHNQSA-N,O=C1OCC/C=C/CCCC/C=C/c2ccccc21,8
OWYNLMLCCTXJMS-UHFFFAOYSA-N,O=C1OCCC=CCCCCC=Cc2ccccc21,8
OWYNLMLCCTXJMS-WXVRQDIQSA-N,O=C1OCC/C=C\CCCC/C=C/c2ccccc21,10
OWZFYIIJHLFOIG-UHFFFAOYSA-O,c1ccc2c(c1)ccc1c[nH+]cn12,2
OWZQQPLQHHYGFS-UHFFFAOYSA-N,O=c1ccn2c(c1)c(=S)n1c3ccccc3nc21,6
OWZUVXOHWWCLNL-UHFFFAOYSA-N,c1ccc2c3c[nH]ccc-3nc2c1,10
OWZWABSNROQQAD-UHFFFAOYSA-N,O=c1cc2[nH]cc3c4c(=O)c(=O)cc5[nH]cc(c(c1=O)c23)c54,2
OXBGFPOOEBHIDC-UHFFFAOYSA-N,O=C1CC=C2c3ccccc3CCN12,8
OXBLVCZKDOZZOJ-UHFFFAOYSA-N,C1=CSCC1,40835012
OXCCNBROJITSOU-FGYAAKKASA-N,O=C1[C@H]2Cc3ccccc3C[C@H]2C(=O)[C@@H]2Cc3ccccc3C[C@H]12,2
OXCOLGDRHGFFIA-UHFFFAOYSA-N,N=C1[S+]=Nc2nccnc21,4
OXCPRGPFKUATIZ-CGEFAEBTSA-N,O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@H]4CC(=O)[C@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-CKENWRIRSA-N,O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@H]4CC(=O)[C@@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-GGOFEBJYSA-N,O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-IQNXINDISA-N,O=C1C=C2CC[C@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-JQIDMEAISA-N,O=C1C=C2CC[C@@H]3[C@H]4CCC(=O)[C@@H]4CC(=O)[C@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-LYUDMSCLSA-N,O=C1C=C2CC[C@@H]3[C@H]4CCC(=O)[C@@H]4CC(=O)[C@H]3[C@@H]2CC1,2
OXCPRGPFKUATIZ-MAKQCAJESA-N,O=C1C=C2CC[C@@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@H]3[C@@H]2CC1,2
OXCPRGPFKUATIZ-MNLSVMLLSA-N,O=C1C=C2CC[C@@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@@H]3[C@@H]2CC1,2
OXCPRGPFKUATIZ-RKWLLSJHSA-N,O=C1C=C2CC[C@H]3[C@H]4CCC(=O)[C@@H]4CC(=O)[C@@H]3[C@H]2CC1,2
OXCPRGPFKUATIZ-SMRWVPHVSA-N,O=C1C=C2CC[C@@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@H]3[C@H]2CC1,2
OXDAVVQNQJOLIS-CYBMUJFWSA-N,O=C1Nc2ccccc2[C@@]12C=CNc1n[nH]cc12,4
OXDAVVQNQJOLIS-ZDUSSCGKSA-N,O=C1Nc2ccccc2[C@]12C=CNc1n[nH]cc12,4
OXDIYMHNQAWSCL-UHFFFAOYSA-N,O=C1CCOCCN1,3814296
OXECBLWMPOHVMO-UHFFFAOYSA-N,N=C1C=C2COCC[N+]2=N1,10
OXEHYYCSPQJEQR-UHFFFAOYSA-N,c1occ2c1CCC2,19339410
OXERPJVYXVZTLU-BPYAMOTFSA-N,O=C1N[C@@]2(C[C@H]3C=C[C@H]2C32CC2)Nc2cccnc21,2
OXERPJVYXVZTLU-VPJDZLOFSA-N,O=C1N[C@]2(C[C@H]3C=C[C@H]2C32CC2)Nc2cccnc21,2
OXERZVKTGHRXQI-LJQANCHMSA-N,O=C1N[C@H]2CN(CC3(CCOCC3)C2)C(=O)CCCC=CCc2ccccc21,2
OXESWAOMIIQEAB-UHFFFAOYSA-N,c1cc2c3c(c1)COc1cccc(c1-3)CC2,6
OXFSTTJBVAAALW-UHFFFAOYSA-N,S=c1[nH]cc[nH]1,121178
OXGCFRHTLHGNBN-UHFFFAOYSA-N,O=C1NCc2ccccc2C1=O,2
OXGOOJISJUFYDA-UHFFFAOYSA-O,N=C1C=NC=CC1=C1C=CC(=[NH2+])C=C1,4
OXHAWWICKPICSP-GFCCVEGCSA-N,O=C1CC=C2c3ccccc3CC[C@@H]12,2
OXHAWWICKPICSP-LBPRGKRZSA-N,O=C1CC=C2c3ccccc3CC[C@H]12,2
OXIIYKUNBOLFAC-UHFFFAOYSA-N,C=C1Cn2c(nc3sc4c(c3c2=O)CCCC4)S1,2
OXJPFXRBCCUGHA-UHFFFAOYSA-N,C=C1NOC2(CCC3(CCCC3)CC2)N1,2
OXLKNTWBXCVAGX-UHFFFAOYSA-N,c1c2c(nc3nc4c(cc13)CCC4)CCCC2,6
OXLNENLXEPMYEC-UHFFFAOYSA-N,O=C1NC2(CCNCC2)Nc2cccnc21,234
OXMKNUCRSLQWMI-UHFFFAOYSA-N,O=C1CCCC=N1,2
OXMPDOZBQGHTGH-UHFFFAOYSA-N,O=C1Nc2ccccc2Oc2ccccc21,51630
OXMRWIOAKBECOW-DGHCYOIESA-N,O=C1CC[C@@H]2C[C@H]3OC(=O)[C@H]4CCC[C@@H]([C@H]2C1=O)[C@H]43,2
OXMRWIOAKBECOW-GGDMKSFXSA-N,O=C1CC[C@@H]2C[C@H]3OC(=O)[C@@H]4CCC[C@@H]([C@H]2C1=O)[C@@H]34,2
OXMRWIOAKBECOW-IGOYIBQOSA-N,O=C1CC[C@H]2C[C@H]3OC(=O)[C@H]4CCC[C@H]([C@H]2C1=O)[C@H]43,2
OXMRWIOAKBECOW-IQYWBPERSA-N,O=C1CC[C@H]2C[C@H]3OC(=O)[C@@H]4CCC[C@@H]([C@H]2C1=O)[C@@H]34,2
OXMRWIOAKBECOW-JAEAVLBSSA-N,O=C1CC[C@H]2C[C@H]3OC(=O)[C@@H]4CCC[C@H]([C@H]2C1=O)[C@@H]34,2
OXMRWIOAKBECOW-RWBYQVNOSA-N,O=C1CC[C@@H]2C[C@H]3OC(=O)[C@H]4CCC[C@H]([C@H]2C1=O)[C@H]43,2
OXMRWIOAKBECOW-VCSXOWEJSA-N,O=C1CC[C@H]2C[C@H]3OC(=O)[C@H]4CCC[C@@H]([C@H]2C1=O)[C@H]43,2
OXMRWIOAKBECOW-XGTAZQTDSA-N,O=C1CC[C@@H]2C[C@H]3OC(=O)[C@@H]4CCC[C@H]([C@H]2C1=O)[C@@H]34,2
OXNCPJIFRBRPTQ-OLQVQODUSA-N,O=C1C[C@@H]2CS(=O)(=O)C[C@H](C1)N2,2
OXNKHFLXSVWFMY-CVDCTZTESA-N,O=C1c2ccccc2CC=CC[C@@]2(CCNC2)C(=O)N[C@H]2CCCCCN1C2,2
OXNKHFLXSVWFMY-WMZHIEFXSA-N,O=C1c2ccccc2CC=CC[C@]2(CCNC2)C(=O)N[C@H]2CCCCCN1C2,2
OXNOFDGXQKSMIA-UHFFFAOYSA-N,S=C1N=CC(=C2CCNCC2)S1,2
OXNRDXQNAMCPLC-ADCCSXPUSA-N,O=C1C=C[C@H]2[C@@H](CC[C@@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@@H]23)C1,2
OXNRDXQNAMCPLC-DMJZBGPUSA-N,O=C1C=C[C@H]2[C@@H](CC[C@@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@@H]23)C1,2
OXNRDXQNAMCPLC-DRSHBJSCSA-N,O=C1C=C[C@H]2[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@H]23)C1,2
OXNRDXQNAMCPLC-GSBOGJFQSA-N,O=C1C=C[C@H]2[C@H](CC[C@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@H]23)C1,2
OXNRDXQNAMCPLC-MAXXOLAJSA-N,O=C1C=C[C@@H]2[C@@H](CC[C@@H]3[C@@H]4CCC(=O)[C@H]4CC(=O)[C@@H]23)C1,2
OXNRDXQNAMCPLC-NIVPOQBOSA-N,O=C1C=C[C@@H]2[C@@H](CC[C@@H]3[C@H]4CCC(=O)[C@H]4CC(=O)[C@@H]23)C1,2
OXOFFIDHXOWPJD-UHFFFAOYSA-N,O=c1[nH]cnc2ccc3c(c12)OCCO3,6386
OXOMDOHYHYJKDJ-MRVPVSSYSA-N,C1=NC[C@@H]2c3ccsc3CCN12,17740
OXOMDOHYHYJKDJ-QMMMGPOBSA-N,C1=NC[C@H]2c3ccsc3CCN12,17718
OXOMDOHYHYJKDJ-UHFFFAOYSA-N,C1=NCC2c3ccsc3CCN12,1356
OXOXBNKNGWSZDZ-UHFFFAOYSA-N,C1=Cc2ccccc2-n2cnnc2C1,2
OXOYUFNJQQUBFZ-UHFFFAOYSA-N,c1ccc2c(c1)CCc1cc3cccnc3nc1C2,6
OXPIFHNJGOJJQZ-UHFFFAOYSA-N,C1CC2(CN1)CNC2,135515158
OXPIFHNJGOJJQZ-UHFFFAOYSA-O,C1CC2(CN1)C[NH2+]C2,82
OXRBIHUKXCLLRN-JTQLQIEISA-N,C1=NN[C@@H]2Nc3ccccc3CC2=N1,2
OXRBIHUKXCLLRN-SNVBAGLBSA-N,C1=NN[C@H]2Nc3ccccc3CC2=N1,2
OXRRHYRRQWIHIV-UHFFFAOYSA-N,O=C1C=CCCN1,27720
OXTLVJJVUCKKTN-BQBZGAKWSA-N,O=C1C[C@@H]2CCC=C[C@@H]2O1,4
